record_id,vendor,category,amount,site_id,approver,submitted_at,is_anomaly,anomaly_type
984,Shree Cement Suppliers,materials,19550.98,SITE-003,J. D'Souza,2025-01-22 11:08:00,0,none
985,Municipal Permits & Fees,misc,16919.1,SITE-006,N. Rao,2025-06-04 11:28:00,0,none
986,Goa Timber & Plywood,materials,15491.38,SITE-010,K. Iyer,2025-02-06 12:19:00,0,none
987,PowerLift Cranes & Equipment,equipment,105672.48,SITE-004,M. Sharma,2025-03-19 13:26:00,0,none
988,Goa Timber & Plywood,materials,45942.14,SITE-008,K. Iyer,2025-03-31 18:34:00,0,none
989,Everest Manpower Contractors,labor,35915.38,SITE-001,P. Singh,2025-03-13 18:55:00,0,none
990,Union Skilled Workforce,labor,30497.78,SITE-001,S. Kulkarni,2025-01-15 10:54:00,0,none
991,TerraMove Heavy Machinery,equipment,37541.24,SITE-003,J. D'Souza,2025-03-10 16:51:00,0,none
992,Konkan Aggregates Pvt Ltd,materials,15774.59,SITE-004,R. Mehta,2025-01-13 12:48:00,0,none
993,BuildRight Steel & Rebar,materials,64541.51,SITE-006,R. Mehta,2025-01-20 17:27:00,0,none
994,Coastal Scaffolding Rentals,equipment,32548.64,SITE-006,K. Iyer,2025-03-28 17:57:00,0,none
995,TerraMove Heavy Machinery,equipment,250843.42,SITE-003,M. Sharma,2025-05-16 18:25:00,0,none
996,Sagar Labour Solutions,labor,35004.44,SITE-002,A. Fernandes,2025-03-07 18:02:00,0,none
997,SafeSite PPE & Consumables,misc,7475.42,SITE-007,N. Rao,2025-01-14 08:56:00,0,none
998,Zenith Office & Site Supplies,misc,46542.43,SITE-006,A. Fernandes,2025-06-16 12:58:00,1,unusual_approver
999,PowerLift Cranes & Equipment,equipment,183279.37,SITE-008,R. Mehta,2025-06-17 18:05:00,0,none
1000,Konkan Aggregates Pvt Ltd,materials,27291.5,SITE-005,N. Rao,2025-02-26 08:46:00,0,none
1001,TerraMove Heavy Machinery,equipment,228381.43,SITE-003,J. D'Souza,2025-04-25 11:16:00,0,none
1002,BuildRight Steel & Rebar,materials,64920.14,SITE-001,R. Mehta,2025-02-05 09:49:00,0,none
1003,Goa Timber & Plywood,materials,7733.67,SITE-009,K. Iyer,2025-05-13 15:52:00,0,none
1004,Coastal Scaffolding Rentals,equipment,63121.74,SITE-006,P. Singh,2025-04-29 04:27:00,1,off_hours
1005,Zenith Office & Site Supplies,misc,10520.95,SITE-007,S. Kulkarni,2025-02-04 17:10:00,0,none
1006,SafeSite PPE & Consumables,misc,7995.04,SITE-010,R. Mehta,2025-02-07 09:27:00,0,none
1007,SafeSite PPE & Consumables,misc,8617.03,SITE-002,N. Rao,2025-04-14 12:09:00,0,none
1008,SafeSite PPE & Consumables,misc,7359.8,SITE-005,N. Rao,2025-03-19 12:02:00,0,none
1009,Municipal Permits & Fees,misc,18009.3,SITE-006,J. D'Souza,2025-04-04 18:22:00,0,none
1010,TerraMove Heavy Machinery,equipment,215412.04,SITE-008,J. D'Souza,2025-06-25 10:06:00,0,none
1011,Municipal Permits & Fees,misc,28688.33,SITE-001,K. Iyer,2025-03-07 12:57:00,0,none
1012,BuildRight Steel & Rebar,materials,234175.6,SITE-007,R. Mehta,2025-01-23 09:28:00,0,none
1013,Coastal Scaffolding Rentals,equipment,54236.74,SITE-004,P. Singh,2025-02-28 16:27:00,0,none
1014,BuildRight Steel & Rebar,materials,106375.28,SITE-006,R. Mehta,2025-05-23 15:45:00,0,none
1015,Sagar Labour Solutions,labor,38685.3,SITE-008,P. Singh,2025-05-12 14:32:00,0,none
1016,PowerLift Cranes & Equipment,equipment,101592.1,SITE-002,M. Sharma,2025-06-04 10:16:00,0,none
1017,TerraMove Heavy Machinery,equipment,348635.69,SITE-003,M. Sharma,2025-02-13 13:22:00,0,none
1018,Sagar Labour Solutions,labor,31091.59,SITE-001,A. Fernandes,2025-02-05 18:46:00,0,none
1019,Union Skilled Workforce,labor,64260.98,SITE-001,S. Kulkarni,2025-01-14 13:34:00,0,none
1020,Shree Cement Suppliers,materials,18776.26,SITE-008,M. Sharma,2025-05-27 11:54:00,0,none
1021,Sagar Labour Solutions,labor,29294.59,SITE-004,K. Iyer,2025-05-14 14:28:00,0,none
1022,Zenith Office & Site Supplies,misc,7247.37,SITE-007,S. Kulkarni,2025-04-10 17:18:00,0,none
1023,Shree Cement Suppliers,materials,32195.04,SITE-005,J. D'Souza,2025-06-20 13:32:00,0,none
1024,Goa Timber & Plywood,materials,8614.17,SITE-004,K. Iyer,2025-02-03 17:50:00,0,none
1025,PowerLift Cranes & Equipment,equipment,138549.19,SITE-007,M. Sharma,2025-04-15 10:47:00,0,none
1026,Sagar Labour Solutions,labor,16155.82,SITE-010,P. Singh,2025-04-04 14:38:00,0,none
1027,Union Skilled Workforce,labor,90537.05,SITE-004,S. Kulkarni,2025-05-22 13:33:00,0,none
1028,BuildRight Steel & Rebar,materials,127413.82,SITE-002,R. Mehta,2025-04-10 13:33:00,0,none
1029,PowerLift Cranes & Equipment,equipment,228091.51,SITE-004,S. Kulkarni,2025-05-02 13:34:00,1,unusual_approver
1030,Konkan Aggregates Pvt Ltd,materials,50177.38,SITE-001,R. Mehta,2025-03-24 16:27:00,0,none
1031,Zenith Office & Site Supplies,misc,9824.12,SITE-007,J. D'Souza,2025-06-12 16:57:00,0,none
1032,Zenith Office & Site Supplies,misc,3443.0,SITE-007,J. D'Souza,2025-06-04 17:04:00,0,none
1033,Goa Timber & Plywood,materials,12523.16,SITE-005,N. Rao,2025-03-14 14:02:00,0,none
1034,Zenith Office & Site Supplies,misc,8101.59,SITE-003,J. D'Souza,2025-01-01 14:31:00,0,none
1035,SafeSite PPE & Consumables,misc,4506.12,SITE-009,R. Mehta,2025-03-10 18:45:00,0,none
1036,Konkan Aggregates Pvt Ltd,materials,21882.47,SITE-002,N. Rao,2025-02-04 10:06:00,0,none
1037,TerraMove Heavy Machinery,equipment,116574.77,SITE-006,M. Sharma,2025-04-29 11:31:00,0,none
1038,Union Skilled Workforce,labor,50673.82,SITE-001,R. Mehta,2025-02-17 14:28:00,0,none
1039,Sagar Labour Solutions,labor,56250.35,SITE-003,A. Fernandes,2025-02-21 18:33:00,0,none
1040,Zenith Office & Site Supplies,misc,10593.24,SITE-010,J. D'Souza,2025-01-02 10:50:00,0,none
1041,Municipal Permits & Fees,misc,9696.93,SITE-002,J. D'Souza,2025-03-21 09:55:00,0,none
1042,Sagar Labour Solutions,labor,42558.34,SITE-006,P. Singh,2025-03-06 14:22:00,0,none
1043,Municipal Permits & Fees,misc,22806.56,SITE-009,N. Rao,2025-03-12 09:55:00,0,none
1044,PowerLift Cranes & Equipment,equipment,466906.94,SITE-003,N. Rao,2025-05-21 08:47:00,1,unusual_approver
1045,Municipal Permits & Fees,misc,17690.72,SITE-006,J. D'Souza,2025-04-30 18:52:00,0,none
1046,Konkan Aggregates Pvt Ltd,materials,22961.05,SITE-009,N. Rao,2025-03-25 13:37:00,0,none
1047,SafeSite PPE & Consumables,misc,6146.65,SITE-001,R. Mehta,2025-04-16 10:39:00,0,none
1048,Municipal Permits & Fees,misc,11634.84,SITE-001,J. D'Souza,2025-02-24 13:55:00,0,none
1049,Zenith Office & Site Supplies,misc,7470.14,SITE-010,J. D'Souza,2025-02-14 14:42:00,0,none
1050,SafeSite PPE & Consumables,misc,400000.0,SITE-004,N. Rao,2025-06-12 09:22:00,1,round_number
1051,Shree Cement Suppliers,materials,29334.32,SITE-010,J. D'Souza,2025-06-18 11:29:00,0,none
1052,Coastal Scaffolding Rentals,equipment,90450.69,SITE-001,P. Singh,2025-02-24 10:34:00,0,none
1053,SafeSite PPE & Consumables,misc,4588.52,SITE-008,R. Mehta,2025-03-13 11:46:00,0,none
1054,SafeSite PPE & Consumables,misc,11855.58,SITE-006,N. Rao,2025-03-24 09:35:00,0,none
1055,Sagar Labour Solutions,labor,37980.47,SITE-009,P. Singh,2025-03-20 11:07:00,0,none
1056,Everest Manpower Contractors,labor,33652.14,SITE-010,P. Singh,2025-02-05 12:13:00,0,none
1057,Municipal Permits & Fees,misc,10260.83,SITE-006,J. D'Souza,2025-05-27 17:04:00,0,none
1058,Union Skilled Workforce,labor,68814.78,SITE-009,S. Kulkarni,2025-04-02 08:05:00,0,none
1059,Sagar Labour Solutions,labor,42839.76,SITE-009,K. Iyer,2025-04-05 14:39:00,1,duplicate
1060,PowerLift Cranes & Equipment,equipment,140096.23,SITE-006,K. Iyer,2025-06-06 17:06:00,0,none
1061,PowerLift Cranes & Equipment,equipment,123527.28,SITE-001,S. Kulkarni,2025-04-02 18:59:00,1,unusual_approver
1062,Sagar Labour Solutions,labor,66131.55,SITE-010,A. Fernandes,2025-03-25 18:10:00,0,none
1063,TerraMove Heavy Machinery,equipment,185256.49,SITE-005,J. D'Souza,2025-06-24 09:59:00,0,none
1064,Zenith Office & Site Supplies,misc,5164.57,SITE-008,S. Kulkarni,2025-03-26 10:10:00,0,none
1065,Shree Cement Suppliers,materials,54670.4,SITE-004,M. Sharma,2025-06-24 18:49:00,0,none
1066,Everest Manpower Contractors,labor,51595.15,SITE-001,M. Sharma,2025-01-29 18:29:00,0,none
1067,BuildRight Steel & Rebar,materials,52083.63,SITE-005,K. Iyer,2025-05-15 16:34:00,0,none
1068,Everest Manpower Contractors,labor,52734.92,SITE-007,A. Fernandes,2025-02-06 11:17:00,0,none
1069,Coastal Scaffolding Rentals,equipment,36535.08,SITE-008,P. Singh,2025-02-07 16:12:00,0,none
1070,Municipal Permits & Fees,misc,140116.58,SITE-001,K. Iyer,2025-02-17 18:56:00,1,extreme_outlier
1071,Sagar Labour Solutions,labor,29841.1,SITE-007,A. Fernandes,2025-04-28 16:54:00,0,none
1072,Coastal Scaffolding Rentals,equipment,35743.87,SITE-002,K. Iyer,2025-01-20 13:11:00,0,none
1073,Sagar Labour Solutions,labor,23405.13,SITE-008,P. Singh,2025-03-26 13:53:00,0,none
1074,Coastal Scaffolding Rentals,equipment,39974.35,SITE-007,K. Iyer,2025-02-11 09:27:00,0,none
1075,BuildRight Steel & Rebar,materials,72198.93,SITE-009,R. Mehta,2025-03-05 13:40:00,0,none
1076,Municipal Permits & Fees,misc,16646.12,SITE-007,J. D'Souza,2025-03-24 10:45:00,0,none
1077,Union Skilled Workforce,labor,105289.28,SITE-004,R. Mehta,2025-03-24 17:29:00,0,none
1078,Coastal Scaffolding Rentals,equipment,38525.17,SITE-007,K. Iyer,2025-05-27 08:45:00,0,none
1079,Sagar Labour Solutions,labor,42194.23,SITE-006,A. Fernandes,2025-05-12 16:26:00,0,none
1080,PowerLift Cranes & Equipment,equipment,218629.38,SITE-004,M. Sharma,2025-02-06 10:07:00,0,none
1081,Goa Timber & Plywood,materials,18178.86,SITE-005,J. D'Souza,2025-05-28 10:39:00,0,none
1082,Shree Cement Suppliers,materials,39092.07,SITE-008,M. Sharma,2025-05-28 14:12:00,0,none
1083,Goa Timber & Plywood,materials,37181.47,SITE-004,J. D'Souza,2025-05-14 10:44:00,0,none
1084,Zenith Office & Site Supplies,misc,350000.0,SITE-004,N. Rao,2025-03-10 18:39:00,1,round_number
1085,Everest Manpower Contractors,labor,42920.71,SITE-003,P. Singh,2025-02-05 18:11:00,0,none
1086,Everest Manpower Contractors,labor,28367.25,SITE-001,M. Sharma,2025-04-15 13:57:00,0,none
1087,Goa Timber & Plywood,materials,17075.68,SITE-006,N. Rao,2025-06-12 18:51:00,0,none
1088,Goa Timber & Plywood,materials,27787.53,SITE-003,N. Rao,2025-04-04 09:54:00,0,none
1089,PowerLift Cranes & Equipment,equipment,105995.33,SITE-001,K. Iyer,2025-05-29 12:17:00,0,none
1090,Municipal Permits & Fees,misc,15189.41,SITE-009,J. D'Souza,2025-05-07 16:41:00,0,none
1091,Coastal Scaffolding Rentals,equipment,34041.81,SITE-007,K. Iyer,2025-05-01 10:14:00,0,none
1092,PowerLift Cranes & Equipment,equipment,179856.28,SITE-004,K. Iyer,2025-04-03 18:06:00,0,none
1093,Shree Cement Suppliers,materials,48231.88,SITE-007,M. Sharma,2025-04-22 14:37:00,0,none
1094,TerraMove Heavy Machinery,equipment,223745.36,SITE-002,J. D'Souza,2025-04-19 08:15:00,1,off_hours
1095,TerraMove Heavy Machinery,equipment,56162.7,SITE-007,J. D'Souza,2025-03-26 14:26:00,0,none
1096,Everest Manpower Contractors,labor,77876.27,SITE-009,M. Sharma,2025-05-19 14:17:00,0,none
1097,Sagar Labour Solutions,labor,20614.48,SITE-003,P. Singh,2025-01-09 09:33:00,0,none
1098,Union Skilled Workforce,labor,111812.12,SITE-005,R. Mehta,2025-05-21 17:41:00,0,none
1099,Shree Cement Suppliers,materials,500000.0,SITE-009,M. Sharma,2025-06-03 16:01:00,1,round_number
1100,Municipal Permits & Fees,misc,13416.87,SITE-006,K. Iyer,2025-06-19 08:02:00,0,none
1101,Sagar Labour Solutions,labor,27216.79,SITE-008,P. Singh,2025-01-06 17:23:00,0,none
1102,SafeSite PPE & Consumables,misc,10379.82,SITE-005,R. Mehta,2025-02-14 12:20:00,0,none
1103,Konkan Aggregates Pvt Ltd,materials,59407.41,SITE-001,S. Kulkarni,2025-03-19 17:55:00,1,unusual_approver
1104,Municipal Permits & Fees,misc,14458.83,SITE-008,N. Rao,2025-06-04 09:26:00,0,none
1105,Municipal Permits & Fees,misc,16953.38,SITE-001,K. Iyer,2025-06-04 12:45:00,0,none
1106,Konkan Aggregates Pvt Ltd,materials,23756.96,SITE-005,N. Rao,2025-04-21 08:39:00,0,none
1107,Union Skilled Workforce,labor,60330.71,SITE-006,R. Mehta,2025-05-23 15:59:00,0,none
1108,BuildRight Steel & Rebar,materials,128842.36,SITE-005,R. Mehta,2025-03-26 09:12:00,0,none
1109,Coastal Scaffolding Rentals,equipment,52436.97,SITE-009,P. Singh,2025-03-17 08:00:00,0,none
1110,Coastal Scaffolding Rentals,equipment,29406.11,SITE-007,P. Singh,2025-01-14 16:26:00,0,none
1111,Sagar Labour Solutions,labor,21741.97,SITE-008,A. Fernandes,2025-01-13 11:42:00,0,none
1112,Municipal Permits & Fees,misc,14645.86,SITE-008,K. Iyer,2025-04-04 12:49:00,0,none
1113,Goa Timber & Plywood,materials,5294.84,SITE-004,K. Iyer,2025-02-07 09:11:00,0,none
1114,Union Skilled Workforce,labor,88713.42,SITE-007,R. Mehta,2025-05-14 11:02:00,0,none
1115,Coastal Scaffolding Rentals,equipment,57276.8,SITE-003,K. Iyer,2025-05-30 16:31:00,0,none
1116,Goa Timber & Plywood,materials,15098.51,SITE-005,N. Rao,2025-04-02 11:56:00,0,none
1117,Municipal Permits & Fees,misc,18607.03,SITE-001,N. Rao,2025-03-10 11:45:00,0,none
1118,Konkan Aggregates Pvt Ltd,materials,21250.97,SITE-001,N. Rao,2025-01-31 14:15:00,0,none
1119,Municipal Permits & Fees,misc,19446.92,SITE-006,K. Iyer,2025-05-06 17:19:00,0,none
1120,Goa Timber & Plywood,materials,6464.64,SITE-003,N. Rao,2025-04-17 14:39:00,0,none
1121,BuildRight Steel & Rebar,materials,87605.49,SITE-001,K. Iyer,2025-06-02 15:04:00,0,none
1122,Goa Timber & Plywood,materials,9560.71,SITE-004,J. D'Souza,2025-03-17 15:21:00,0,none
1123,Everest Manpower Contractors,labor,292754.73,SITE-003,P. Singh,2025-02-21 12:51:00,1,extreme_outlier
1124,PowerLift Cranes & Equipment,equipment,203952.58,SITE-005,K. Iyer,2025-01-02 14:34:00,0,none
1125,Union Skilled Workforce,labor,28721.35,SITE-009,R. Mehta,2025-04-03 11:41:00,0,none
1126,Sagar Labour Solutions,labor,68379.11,SITE-001,A. Fernandes,2025-05-08 17:09:00,0,none
1127,SafeSite PPE & Consumables,misc,13054.51,SITE-002,R. Mehta,2025-01-20 15:50:00,0,none
1128,Union Skilled Workforce,labor,65462.44,SITE-009,S. Kulkarni,2025-05-13 14:53:00,0,none
1129,Municipal Permits & Fees,misc,12806.96,SITE-008,K. Iyer,2025-05-09 15:08:00,0,none
1130,Konkan Aggregates Pvt Ltd,materials,8562.28,SITE-003,N. Rao,2025-05-09 16:07:00,0,none
1131,Zenith Office & Site Supplies,misc,6348.9,SITE-008,N. Rao,2025-01-07 14:29:00,0,none
1132,BuildRight Steel & Rebar,materials,70087.88,SITE-003,K. Iyer,2025-02-06 18:33:00,0,none
1133,BuildRight Steel & Rebar,materials,58383.04,SITE-006,K. Iyer,2025-06-16 16:16:00,0,none
1134,Shree Cement Suppliers,materials,36648.9,SITE-010,M. Sharma,2025-04-21 10:38:00,0,none
1135,Everest Manpower Contractors,labor,38674.89,SITE-001,A. Fernandes,2025-06-16 09:36:00,0,none
1136,Zenith Office & Site Supplies,misc,5181.4,SITE-010,S. Kulkarni,2025-02-21 12:20:00,0,none
1137,Goa Timber & Plywood,materials,40429.15,SITE-002,K. Iyer,2025-05-23 09:30:00,0,none
1138,Konkan Aggregates Pvt Ltd,materials,21872.71,SITE-006,N. Rao,2025-04-25 12:17:00,0,none
1139,SafeSite PPE & Consumables,misc,10116.98,SITE-002,R. Mehta,2025-03-11 12:55:00,0,none
1140,Konkan Aggregates Pvt Ltd,materials,27144.6,SITE-005,N. Rao,2025-02-06 17:33:00,0,none
1141,BuildRight Steel & Rebar,materials,87919.62,SITE-005,R. Mehta,2025-05-20 10:40:00,0,none
1142,Everest Manpower Contractors,labor,122257.64,SITE-008,P. Singh,2025-03-07 13:37:00,0,none
1143,Everest Manpower Contractors,labor,30847.19,SITE-008,P. Singh,2025-03-28 12:44:00,0,none
1144,Konkan Aggregates Pvt Ltd,materials,18832.64,SITE-008,R. Mehta,2025-01-16 08:41:00,0,none
1145,Coastal Scaffolding Rentals,equipment,49760.34,SITE-006,P. Singh,2025-05-02 09:51:00,0,none
1146,BuildRight Steel & Rebar,materials,155760.02,SITE-001,R. Mehta,2025-03-21 16:39:00,0,none
1147,Zenith Office & Site Supplies,misc,3421.41,SITE-009,N. Rao,2025-04-21 11:19:00,0,none
1148,Konkan Aggregates Pvt Ltd,materials,19924.43,SITE-009,N. Rao,2025-05-16 10:54:00,0,none
1149,Zenith Office & Site Supplies,misc,4016.11,SITE-005,J. D'Souza,2025-05-15 10:36:00,0,none
1150,Zenith Office & Site Supplies,misc,7964.45,SITE-003,S. Kulkarni,2025-05-08 09:34:00,0,none
1151,Municipal Permits & Fees,misc,12567.52,SITE-002,N. Rao,2025-04-28 10:07:00,0,none
1152,BuildRight Steel & Rebar,materials,72681.37,SITE-003,K. Iyer,2025-02-26 16:18:00,0,none
1153,BuildRight Steel & Rebar,materials,242193.42,SITE-003,N. Rao,2025-06-20 13:51:00,1,unusual_approver
1154,TerraMove Heavy Machinery,equipment,157340.32,SITE-005,M. Sharma,2025-01-07 08:07:00,0,none
1155,SafeSite PPE & Consumables,misc,17259.85,SITE-006,N. Rao,2025-04-03 18:47:00,0,none
1156,SafeSite PPE & Consumables,misc,11454.71,SITE-003,N. Rao,2025-03-10 13:40:00,0,none
1157,BuildRight Steel & Rebar,materials,85451.54,SITE-008,R. Mehta,2025-06-16 17:24:00,0,none
1158,Union Skilled Workforce,labor,57544.58,SITE-001,S. Kulkarni,2025-05-05 16:26:00,0,none
1159,Union Skilled Workforce,labor,60195.35,SITE-010,R. Mehta,2025-03-14 09:34:00,0,none
1160,Municipal Permits & Fees,misc,22085.02,SITE-007,K. Iyer,2025-01-31 12:14:00,0,none
1161,Konkan Aggregates Pvt Ltd,materials,21608.38,SITE-002,N. Rao,2025-01-24 18:58:00,0,none
1162,Shree Cement Suppliers,materials,46594.81,SITE-003,J. D'Souza,2025-05-22 17:16:00,0,none
1163,Union Skilled Workforce,labor,91968.71,SITE-007,R. Mehta,2025-01-22 13:52:00,1,duplicate
1164,BuildRight Steel & Rebar,materials,30085.57,SITE-001,K. Iyer,2025-06-02 16:31:00,0,none
1165,Everest Manpower Contractors,labor,60291.02,SITE-005,A. Fernandes,2025-01-03 08:10:00,0,none
1166,Everest Manpower Contractors,labor,45130.19,SITE-004,P. Singh,2025-01-07 10:16:00,0,none
1167,TerraMove Heavy Machinery,equipment,141487.34,SITE-008,M. Sharma,2025-01-02 14:44:00,0,none
1168,Coastal Scaffolding Rentals,equipment,39542.67,SITE-002,P. Singh,2025-03-25 11:13:00,0,none
1169,Shree Cement Suppliers,materials,87339.89,SITE-009,M. Sharma,2025-02-11 18:56:00,0,none
1170,Everest Manpower Contractors,labor,63937.61,SITE-001,A. Fernandes,2025-05-13 11:57:00,0,none
1171,Konkan Aggregates Pvt Ltd,materials,21135.36,SITE-004,R. Mehta,2025-05-21 17:45:00,0,none
1172,BuildRight Steel & Rebar,materials,66477.56,SITE-008,R. Mehta,2025-04-20 01:26:00,1,off_hours
1173,Shree Cement Suppliers,materials,14052.03,SITE-003,M. Sharma,2025-03-06 14:33:00,0,none
1174,Goa Timber & Plywood,materials,13366.77,SITE-006,K. Iyer,2025-03-26 14:20:00,0,none
1175,Konkan Aggregates Pvt Ltd,materials,29698.58,SITE-010,R. Mehta,2025-03-20 12:49:00,0,none
1176,Shree Cement Suppliers,materials,22230.11,SITE-007,M. Sharma,2025-04-03 10:06:00,0,none
1177,Zenith Office & Site Supplies,misc,6046.26,SITE-005,J. D'Souza,2025-02-12 12:23:00,0,none
1178,Municipal Permits & Fees,misc,11249.41,SITE-006,N. Rao,2025-01-01 10:09:00,0,none
1179,Coastal Scaffolding Rentals,equipment,65101.69,SITE-006,K. Iyer,2025-06-17 13:40:00,0,none
1180,Sagar Labour Solutions,labor,36805.57,SITE-003,A. Fernandes,2025-01-07 08:09:00,0,none
1181,Sagar Labour Solutions,labor,35489.74,SITE-005,K. Iyer,2025-02-03 11:39:00,0,none
1182,Everest Manpower Contractors,labor,75675.43,SITE-005,P. Singh,2025-02-27 16:35:00,0,none
1183,Union Skilled Workforce,labor,51807.58,SITE-004,S. Kulkarni,2025-02-13 17:56:00,0,none
1184,PowerLift Cranes & Equipment,equipment,60154.72,SITE-002,M. Sharma,2025-05-21 18:30:00,0,none
1185,BuildRight Steel & Rebar,materials,54394.08,SITE-005,K. Iyer,2025-02-27 12:15:00,0,none
1186,SafeSite PPE & Consumables,misc,7510.23,SITE-008,N. Rao,2025-01-29 16:37:00,0,none
1187,Municipal Permits & Fees,misc,18508.1,SITE-010,K. Iyer,2025-01-21 14:17:00,0,none
1188,TerraMove Heavy Machinery,equipment,203205.58,SITE-008,J. D'Souza,2025-01-29 08:29:00,0,none
1189,SafeSite PPE & Consumables,misc,13941.62,SITE-003,N. Rao,2025-05-30 10:47:00,0,none
1190,Coastal Scaffolding Rentals,equipment,36810.23,SITE-008,P. Singh,2025-02-25 17:21:00,0,none
1191,TerraMove Heavy Machinery,equipment,139920.58,SITE-010,J. D'Souza,2025-01-17 12:45:00,0,none
1192,SafeSite PPE & Consumables,misc,10174.59,SITE-010,R. Mehta,2025-03-21 16:20:00,0,none
1193,Coastal Scaffolding Rentals,equipment,61239.9,SITE-007,K. Iyer,2025-04-17 13:14:00,0,none
1194,PowerLift Cranes & Equipment,equipment,169109.46,SITE-008,K. Iyer,2025-04-01 18:58:00,0,none
1195,Sagar Labour Solutions,labor,44499.76,SITE-010,K. Iyer,2025-04-25 11:26:00,0,none
1196,BuildRight Steel & Rebar,materials,350000.0,SITE-009,K. Iyer,2025-03-13 16:51:00,1,round_number
1197,Union Skilled Workforce,labor,54462.08,SITE-007,R. Mehta,2025-02-14 10:03:00,0,none
1198,Goa Timber & Plywood,materials,15504.5,SITE-008,K. Iyer,2025-03-13 13:48:00,0,none
1199,Coastal Scaffolding Rentals,equipment,33635.03,SITE-003,P. Singh,2025-06-12 13:05:00,0,none
1200,PowerLift Cranes & Equipment,equipment,279320.44,SITE-001,K. Iyer,2025-03-22 11:15:00,1,off_hours
1201,Goa Timber & Plywood,materials,9402.99,SITE-008,K. Iyer,2025-05-09 08:03:00,0,none
1202,BuildRight Steel & Rebar,materials,66397.83,SITE-005,R. Mehta,2025-01-24 18:52:00,0,none
1203,Sagar Labour Solutions,labor,34454.64,SITE-001,P. Singh,2025-02-27 10:26:00,0,none
1204,TerraMove Heavy Machinery,equipment,200047.37,SITE-004,M. Sharma,2025-02-06 09:06:00,0,none
1205,BuildRight Steel & Rebar,materials,56974.11,SITE-003,R. Mehta,2025-02-12 08:08:00,0,none
1206,Zenith Office & Site Supplies,misc,7014.08,SITE-002,N. Rao,2025-05-16 10:47:00,0,none
1207,Union Skilled Workforce,labor,29918.9,SITE-003,S. Kulkarni,2025-02-20 11:00:00,0,none
1208,Sagar Labour Solutions,labor,41460.74,SITE-007,A. Fernandes,2025-05-02 13:01:00,0,none
1209,Zenith Office & Site Supplies,misc,4797.22,SITE-001,J. D'Souza,2025-02-21 09:13:00,0,none
1210,TerraMove Heavy Machinery,equipment,237465.31,SITE-003,M. Sharma,2025-04-09 11:37:00,0,none
1211,Zenith Office & Site Supplies,misc,7569.32,SITE-007,N. Rao,2025-04-21 16:44:00,0,none
1212,Goa Timber & Plywood,materials,25519.34,SITE-009,J. D'Souza,2025-03-27 08:11:00,0,none
1213,SafeSite PPE & Consumables,misc,15348.28,SITE-002,R. Mehta,2025-02-24 08:29:00,0,none
1214,Konkan Aggregates Pvt Ltd,materials,38643.15,SITE-006,R. Mehta,2025-03-27 13:40:00,0,none
1215,Everest Manpower Contractors,labor,60119.4,SITE-010,M. Sharma,2025-06-18 10:36:00,0,none
1216,Coastal Scaffolding Rentals,equipment,50340.27,SITE-010,K. Iyer,2025-03-11 12:08:00,0,none
1217,Konkan Aggregates Pvt Ltd,materials,35515.66,SITE-001,N. Rao,2025-01-13 08:23:00,0,none
1218,Coastal Scaffolding Rentals,equipment,96215.48,SITE-008,K. Iyer,2025-03-17 08:11:00,0,none
1219,BuildRight Steel & Rebar,materials,64473.61,SITE-006,K. Iyer,2025-06-24 17:50:00,0,none
1220,Municipal Permits & Fees,misc,23554.41,SITE-004,J. D'Souza,2025-01-22 17:37:00,0,none
1221,Union Skilled Workforce,labor,75223.19,SITE-003,S. Kulkarni,2025-02-04 18:06:00,0,none
1222,Zenith Office & Site Supplies,misc,6756.37,SITE-007,N. Rao,2025-04-21 15:30:00,0,none
1223,TerraMove Heavy Machinery,equipment,285962.57,SITE-008,J. D'Souza,2025-04-10 17:10:00,0,none
1224,SafeSite PPE & Consumables,misc,3228.82,SITE-010,N. Rao,2025-01-24 13:54:00,0,none
1225,PowerLift Cranes & Equipment,equipment,143727.36,SITE-007,M. Sharma,2025-05-05 16:59:00,0,none
1226,Union Skilled Workforce,labor,45634.0,SITE-006,S. Kulkarni,2025-01-22 13:47:00,0,none
1227,BuildRight Steel & Rebar,materials,67086.56,SITE-002,R. Mehta,2025-01-21 17:46:00,0,none
1228,Everest Manpower Contractors,labor,207325.12,SITE-010,A. Fernandes,2025-06-05 14:41:00,1,extreme_outlier
1229,TerraMove Heavy Machinery,equipment,57672.3,SITE-005,J. D'Souza,2025-04-28 10:06:00,0,none
1230,Shree Cement Suppliers,materials,38486.74,SITE-003,M. Sharma,2025-06-13 18:38:00,0,none
1231,Coastal Scaffolding Rentals,equipment,36988.88,SITE-008,K. Iyer,2025-03-28 14:27:00,0,none
1232,Goa Timber & Plywood,materials,14097.05,SITE-002,J. D'Souza,2025-05-19 12:17:00,0,none
1233,Union Skilled Workforce,labor,67465.56,SITE-002,R. Mehta,2025-05-20 15:19:00,0,none
1234,SafeSite PPE & Consumables,misc,200000.0,SITE-007,N. Rao,2025-01-08 13:59:00,1,round_number
1235,SafeSite PPE & Consumables,misc,12858.82,SITE-002,R. Mehta,2025-05-06 11:29:00,0,none
1236,Municipal Permits & Fees,misc,16373.92,SITE-008,J. D'Souza,2025-06-19 09:19:00,0,none
